MAGNITUDE,PLACE,REGISTERED_AT,UPDATED_AT,TZ,URL,DETAIL,FELT,CDI,MMI,ALERT,STATUS,TSUNAMI,SIG,NET,ID,IDS,SOURCES,TYPES,NST,DMIN,RMS,GAP,MAGTYPE,TYPE,TITLE,GEO_TYPE,LATITUDE,LONGITUDE,ALTITUDE,RN
1.79,"27 km NNE of Montecito, CA",2024-10-15 14:12:36.330 Z,2024-10-15 14:19:14.192 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40954520,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40954520.geojson,,,,,automatic,0,49,ci,40954520,",ci40954520,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",35,0.1278,0.2,37,ml,earthquake,"M 1.8 - 27 km NNE of Montecito, CA",Point,-119.543,34.6711667,8.06,1
1.79,"27 km NNE of Montecito, CA",2024-10-15 14:12:36.330 Z,2024-10-15 14:19:14.192 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40954520,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40954520.geojson,,,,,automatic,0,49,ci,40954520,",ci40954520,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",35,0.1278,0.2,37,ml,earthquake,"M 1.8 - 27 km NNE of Montecito, CA",Point,-119.543,34.6711667,8.06,2
0.92,"11 km SE of Anza, CA",2024-10-17 18:44:19.070 Z,2024-10-17 18:51:22.170 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40955632,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40955632.geojson,,,,,automatic,0,13,ci,40955632,",ci40955632,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",39,0.0182,0.14,45,ml,earthquake,"M 0.9 - 11 km SE of Anza, CA",Point,-116.5858333,33.4826667,5.68,1
4.3,"35 km WNW of Tamarindo, Costa Rica",2024-10-13 22:05:34.933 Z,2024-10-13 22:16:01.040 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nyhn,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000nyhn.geojson,,,,,reviewed,0,284,us,6000nyhn,",us6000nyhn,",",us,",",origin,phase-data,",22,0.9,0.76,195,mb,earthquake,"M 4.3 - 35 km WNW of Tamarindo, Costa Rica",Point,-86.1325,10.4368,10,1
4.6,South Indian Ocean,2024-10-13 22:35:58.101 Z,2024-10-13 22:57:07.040 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nyhv,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000nyhv.geojson,,,,,reviewed,0,326,us,6000nyhv,",us6000nyhv,",",us,",",origin,phase-data,",37,12.807,0.76,184,mb,earthquake,M 4.6 - South Indian Ocean,Point,87.1597,-3.8687,10,1
5.5,southeast of Easter Island,2024-10-13 22:48:35.178 Z,2024-10-13 23:08:56.509 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nyhx,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000nyhx.geojson,,,0,green,reviewed,0,465,us,6000nyhx,",us6000nyhx,",",us,",",losspager,origin,phase-data,shakemap,",72,11.569,0.77,121,mww,earthquake,M 5.5 - southeast of Easter Island,Point,-100.5649,-35.9897,10,1
4,"28 km E of Pasanauri, Georgia",2024-10-14 00:53:06.258 Z,2024-10-14 01:05:57.040 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nyid,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000nyid.geojson,,,,,reviewed,0,246,us,6000nyid,",us6000nyid,",",us,",",origin,phase-data,",22,0.456,0.41,80,mb,earthquake,"M 4.0 - 28 km E of Pasanauri, Georgia",Point,45.0258,42.3952,10,1
4,"28 km E of Pasanauri, Georgia",2024-10-14 00:53:06.258 Z,2024-10-14 01:05:57.040 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nyid,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000nyid.geojson,,,,,reviewed,0,246,us,6000nyid,",us6000nyid,",",us,",",origin,phase-data,",22,0.456,0.41,80,mb,earthquake,"M 4.0 - 28 km E of Pasanauri, Georgia",Point,45.0258,42.3952,10,2
4.6,"37 km ENE of La Tirana, Chile",2024-10-14 03:21:51.073 Z,2024-10-14 04:14:33.575 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nyim,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000nyim.geojson,5,2.7,,,reviewed,0,327,us,6000nyim,",us6000nyim,",",us,",",dyfi,moment-tensor,origin,phase-data,",40,0.178,0.62,58,mwr,earthquake,"M 4.6 - 37 km ENE of La Tirana, Chile",Point,-69.3359,-20.1889,101.14,1
4.6,"38 km ENE of La Tirana, Chile",2024-10-14 03:21:51.206 Z,2024-10-14 03:47:03.316 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nyim,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000nyim.geojson,1,2.5,,,reviewed,0,326,us,6000nyim,",us6000nyim,",",us,",",dyfi,moment-tensor,origin,phase-data,",36,0.17,0.7,58,mwr,earthquake,"M 4.6 - 38 km ENE of La Tirana, Chile",Point,-69.3253,-20.1927,99.326,1
4.9,"85 km ENE of Levuka, Fiji",2024-10-14 07:40:09.894 Z,2024-10-14 08:11:00.040 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nyjf,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000nyjf.geojson,,,,,reviewed,0,369,us,6000nyjf,",us6000nyjf,",",us,",",origin,phase-data,",102,1.423,0.76,34,mb,earthquake,"M 4.9 - 85 km ENE of Levuka, Fiji",Point,-179.9459,-17.7479,614.52,1
4.6,"11 km SE of Nueva Concepción, Guatemala",2024-10-14 13:10:23.935 Z,2024-10-14 13:39:39.040 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nykg,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000nykg.geojson,,,,,reviewed,0,326,us,6000nykg,",us6000nykg,",",us,",",origin,phase-data,",48,0.804,0.88,187,mb,earthquake,"M 4.6 - 11 km SE of Nueva Concepción, Guatemala",Point,-91.2206,14.135,110.985,1
4.1,"136 km SE of Kuqa, China",2024-10-14 13:30:09.151 Z,2024-10-14 14:19:56.040 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nykt,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000nykt.geojson,,,,,reviewed,0,259,us,6000nykt,",us6000nykt,",",us,",",origin,phase-data,",21,4.495,0.61,111,mb,earthquake,"M 4.1 - 136 km SE of Kuqa, China",Point,83.9154,40.7332,12.003,1
4.6,"2 km WSW of La Paz, Philippines",2024-10-14 13:21:30.805 Z,2024-10-14 13:52:38.040 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nykv,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000nykv.geojson,,,,,reviewed,0,326,us,6000nykv,",us6000nykv,",",us,",",origin,phase-data,",48,2.004,0.66,122,mb,earthquake,"M 4.6 - 2 km WSW of La Paz, Philippines",Point,126.2395,8.9762,75.937,1
2.67,"6 km NW of Tiptonville, Tennessee",2024-10-14 02:07:21.230 Z,2024-10-14 02:27:58.505 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60592726,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nm60592726.geojson,2,4.1,,,reviewed,0,110,nm,60592726,",us6000nyig,nm60592726,",",us,nm,",",dyfi,origin,phase-data,",33,,0.11,39,md,earthquake,"M 2.7 - 6 km NW of Tiptonville, Tennessee",Point,-89.523333333,36.4205,9.18,1
2.85,"6 km NW of Tiptonville, Tennessee",2024-10-14 02:07:21.240 Z,2024-10-14 02:17:20.232 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60592726,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nm60592726.geojson,1,4.1,,,reviewed,0,125,nm,60592726,",us6000nyig,nm60592726,",",us,nm,",",dyfi,origin,phase-data,",23,,0.140000001,48,md,earthquake,"M 2.8 - 6 km NW of Tiptonville, Tennessee",Point,-89.523002625,36.421665192,7.78000021,1
2.51,"1 km S of Maria Antonia, Puerto Rico",2024-10-14 02:47:54.070 Z,2024-10-14 03:14:02.460 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71462573,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr71462573.geojson,,,,,reviewed,0,97,pr,71462573,",pr71462573,",",pr,",",origin,phase-data,",8,0.02302,0.23,199,md,earthquake,"M 2.5 - 1 km S of Maria Antonia, Puerto Rico",Point,-66.891166667,17.964833333,14.56,1
2.73,"8 km SSE of Maria Antonia, Puerto Rico",2024-10-14 08:05:03.000 Z,2024-10-14 08:16:00.700 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71462583,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr71462583.geojson,,,,,reviewed,0,115,pr,71462583,",pr71462583,",",pr,",",origin,phase-data,",14,0.05935,0.13,192,md,earthquake,"M 2.7 - 8 km SSE of Maria Antonia, Puerto Rico",Point,-66.8495,17.9155,10.7,1
2.73,"8 km SSE of Maria Antonia, Puerto Rico",2024-10-14 08:05:03.000 Z,2024-10-14 08:16:00.700 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71462583,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr71462583.geojson,,,,,reviewed,0,115,pr,71462583,",pr71462583,",",pr,",",origin,phase-data,",14,0.05935,0.13,192,md,earthquake,"M 2.7 - 8 km SSE of Maria Antonia, Puerto Rico",Point,-66.8495,17.9155,10.7,2
3.3,"119 km N of San Juan, Puerto Rico",2024-10-15 14:00:15.990 Z,2024-10-15 14:27:46.260 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71462668,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr71462668.geojson,,,,,reviewed,0,168,pr,71462668,",pr71462668,",",pr,",",origin,phase-data,",8,1.185,0.18,288,md,earthquake,"M 3.3 - 119 km N of San Juan, Puerto Rico",Point,-65.950833333,19.5335,19.14,1
1.7,"11 km SSE of Volcano, Hawaii",2024-10-13 22:22:31.770 Z,2024-10-13 22:24:14.330 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74498941,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74498941.geojson,,,,,automatic,0,44,hv,74498941,",hv74498941,",",hv,",",origin,phase-data,",45,0.03664,0.25999999,70,md,earthquake,"M 1.7 - 11 km SSE of Volcano, Hawaii",Point,-155.211334229,19.337165833,2.670000076,1
1.7,"11 km SSE of Volcano, Hawaii",2024-10-13 22:22:31.770 Z,2024-10-13 22:24:14.330 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74498941,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74498941.geojson,,,,,automatic,0,44,hv,74498941,",hv74498941,",",hv,",",origin,phase-data,",45,0.03664,0.25999999,70,md,earthquake,"M 1.7 - 11 km SSE of Volcano, Hawaii",Point,-155.211334229,19.337165833,2.670000076,2
2.13,"14 km NE of Pāhala, Hawaii",2024-10-13 22:52:22.790 Z,2024-10-13 22:54:00.580 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74498981,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74498981.geojson,,,,,automatic,0,70,hv,74498981,",hv74498981,",",hv,",",origin,phase-data,",17,0.05012,0.100000001,127,md,earthquake,"M 2.1 - 14 km NE of Pāhala, Hawaii",Point,-155.374328613,19.284166336,29.260000229,1
2.13,"14 km NE of Pāhala, Hawaii",2024-10-13 22:52:22.790 Z,2024-10-13 22:54:00.580 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74498981,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74498981.geojson,,,,,automatic,0,70,hv,74498981,",hv74498981,",",hv,",",origin,phase-data,",17,0.05012,0.100000001,127,md,earthquake,"M 2.1 - 14 km NE of Pāhala, Hawaii",Point,-155.374328613,19.284166336,29.260000229,2
1.8,"13 km NE of Pāhala, Hawaii",2024-10-13 22:54:35.320 Z,2024-10-13 22:56:04.490 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74498986,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74498986.geojson,,,,,automatic,0,50,hv,74498986,",hv74498986,",",hv,",",origin,phase-data,",20,0.05005,0.119999997,150,md,earthquake,"M 1.8 - 13 km NE of Pāhala, Hawaii",Point,-155.376495361,19.28383255,29.379999161,1
1.8,"13 km NE of Pāhala, Hawaii",2024-10-13 22:54:35.320 Z,2024-10-13 22:56:04.490 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74498986,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74498986.geojson,,,,,automatic,0,50,hv,74498986,",hv74498986,",",hv,",",origin,phase-data,",20,0.05005,0.119999997,150,md,earthquake,"M 1.8 - 13 km NE of Pāhala, Hawaii",Point,-155.376495361,19.28383255,29.379999161,2
2.18,"7 km S of Pāhala, Hawaii",2024-10-13 23:07:38.720 Z,2024-10-13 23:09:15.730 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499006,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499006.geojson,,,,,automatic,0,73,hv,74499006,",hv74499006,",",hv,",",origin,phase-data,",43,0.02122,0.189999998,174,md,earthquake,"M 2.2 - 7 km S of Pāhala, Hawaii",Point,-155.467330933,19.134666443,31.829999924,1
2.18,"7 km S of Pāhala, Hawaii",2024-10-13 23:07:38.720 Z,2024-10-13 23:09:15.730 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499006,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499006.geojson,,,,,automatic,0,73,hv,74499006,",hv74499006,",",hv,",",origin,phase-data,",43,0.02122,0.189999998,174,md,earthquake,"M 2.2 - 7 km S of Pāhala, Hawaii",Point,-155.467330933,19.134666443,31.829999924,2
1.97,"13 km NE of Pāhala, Hawaii",2024-10-13 23:14:27.380 Z,2024-10-13 23:16:11.660 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499011,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499011.geojson,,,,,automatic,0,60,hv,74499011,",hv74499011,",",hv,",",origin,phase-data,",33,0.04357,0.129999995,117,md,earthquake,"M 2.0 - 13 km NE of Pāhala, Hawaii",Point,-155.378326416,19.277334213,28.11000061,1
1.97,"13 km NE of Pāhala, Hawaii",2024-10-13 23:14:27.380 Z,2024-10-13 23:16:11.660 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499011,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499011.geojson,,,,,automatic,0,60,hv,74499011,",hv74499011,",",hv,",",origin,phase-data,",33,0.04357,0.129999995,117,md,earthquake,"M 2.0 - 13 km NE of Pāhala, Hawaii",Point,-155.378326416,19.277334213,28.11000061,2
2.2,"2 km SSW of Pāhala, Hawaii",2024-10-13 23:24:14.400 Z,2024-10-13 23:26:02.050 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499031,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499031.geojson,,,,,automatic,0,74,hv,74499031,",hv74499031,",",hv,",",origin,phase-data,",45,0.03234,0.129999995,83,md,earthquake,"M 2.2 - 2 km SSW of Pāhala, Hawaii",Point,-155.48449707,19.180000305,34.590000153,1
2.2,"2 km SSW of Pāhala, Hawaii",2024-10-13 23:24:14.400 Z,2024-10-13 23:26:02.050 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499031,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499031.geojson,,,,,automatic,0,74,hv,74499031,",hv74499031,",",hv,",",origin,phase-data,",45,0.03234,0.129999995,83,md,earthquake,"M 2.2 - 2 km SSW of Pāhala, Hawaii",Point,-155.48449707,19.180000305,34.590000153,2
2.02,"5 km ENE of Pāhala, Hawaii",2024-10-14 00:43:10.770 Z,2024-10-14 00:44:56.650 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499136,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499136.geojson,,,,,automatic,0,63,hv,74499136,",hv74499136,",",hv,",",origin,phase-data,",35,0.03871,0.150000006,125,md,earthquake,"M 2.0 - 5 km ENE of Pāhala, Hawaii",Point,-155.43699646,19.22716713,45.729999542,1
2.02,"5 km ENE of Pāhala, Hawaii",2024-10-14 00:43:10.770 Z,2024-10-14 00:44:56.650 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499136,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499136.geojson,,,,,automatic,0,63,hv,74499136,",hv74499136,",",hv,",",origin,phase-data,",35,0.03871,0.150000006,125,md,earthquake,"M 2.0 - 5 km ENE of Pāhala, Hawaii",Point,-155.43699646,19.22716713,45.729999542,2
3.15,"10 km NE of Pāhala, Hawaii",2024-10-14 02:18:23.470 Z,2024-10-14 02:29:20.942 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499186,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499186.geojson,3,2.2,,,automatic,0,153,hv,74499186,",hv74499186,",",hv,",",dyfi,origin,phase-data,",62,0.03975,0.140000001,65,ml,earthquake,"M 3.2 - 10 km NE of Pāhala, Hawaii",Point,-155.417160034,19.27283287,30.190000534,1
1.84,"4 km SSW of Pāhala, Hawaii",2024-10-14 02:34:53.480 Z,2024-10-14 02:36:33.510 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499211,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499211.geojson,,,,,automatic,0,52,hv,74499211,",hv74499211,",",hv,",",origin,phase-data,",27,0.0321,0.159999996,156,md,earthquake,"M 1.8 - 4 km SSW of Pāhala, Hawaii",Point,-155.492996216,19.168832779,29.090000153,1
1.84,"4 km SSW of Pāhala, Hawaii",2024-10-14 02:34:53.480 Z,2024-10-14 02:36:33.510 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499211,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499211.geojson,,,,,automatic,0,52,hv,74499211,",hv74499211,",",hv,",",origin,phase-data,",27,0.0321,0.159999996,156,md,earthquake,"M 1.8 - 4 km SSW of Pāhala, Hawaii",Point,-155.492996216,19.168832779,29.090000153,2
2.15,"13 km NE of Pāhala, Hawaii",2024-10-14 06:50:09.600 Z,2024-10-14 06:51:49.600 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499501,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499501.geojson,,,,,automatic,0,71,hv,74499501,",hv74499501,",",hv,",",origin,phase-data,",42,0.04048,0.150000006,131,md,earthquake,"M 2.2 - 13 km NE of Pāhala, Hawaii",Point,-155.372665405,19.270666122,29.239999771,1
2.15,"13 km NE of Pāhala, Hawaii",2024-10-14 06:50:09.600 Z,2024-10-14 06:51:49.600 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499501,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499501.geojson,,,,,automatic,0,71,hv,74499501,",hv74499501,",",hv,",",origin,phase-data,",42,0.04048,0.150000006,131,md,earthquake,"M 2.2 - 13 km NE of Pāhala, Hawaii",Point,-155.372665405,19.270666122,29.239999771,2
2,"16 km NE of Pāhala, Hawaii",2024-10-14 10:58:30.060 Z,2024-10-14 11:00:15.630 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499676,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499676.geojson,,,,,automatic,0,62,hv,74499676,",hv74499676,",",hv,",",origin,phase-data,",44,0.03748,0.159999996,108,md,earthquake,"M 2.0 - 16 km NE of Pāhala, Hawaii",Point,-155.365997314,19.300666809,29.559999466,1
2,"16 km NE of Pāhala, Hawaii",2024-10-14 10:58:30.060 Z,2024-10-14 11:00:15.630 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499676,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499676.geojson,,,,,automatic,0,62,hv,74499676,",hv74499676,",",hv,",",origin,phase-data,",44,0.03748,0.159999996,108,md,earthquake,"M 2.0 - 16 km NE of Pāhala, Hawaii",Point,-155.365997314,19.300666809,29.559999466,2
2.03,"23 km W of Volcano, Hawaii",2024-10-14 11:27:46.270 Z,2024-10-14 11:30:41.840 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499686,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499686.geojson,,,,,automatic,0,63,hv,74499686,",hv74499686,",",hv,",",origin,phase-data,",40,0.0491,0.319999993,60,ml,earthquake,"M 2.0 - 23 km W of Volcano, Hawaii",Point,-155.458328247,19.480499268,1.139999986,1
2.03,"23 km W of Volcano, Hawaii",2024-10-14 11:27:46.270 Z,2024-10-14 11:30:41.840 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499686,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499686.geojson,,,,,automatic,0,63,hv,74499686,",hv74499686,",",hv,",",origin,phase-data,",40,0.0491,0.319999993,60,ml,earthquake,"M 2.0 - 23 km W of Volcano, Hawaii",Point,-155.458328247,19.480499268,1.139999986,2
1.75,"16 km S of Volcano, Hawaii",2024-10-14 13:10:32.840 Z,2024-10-14 13:13:24.670 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499756,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499756.geojson,,,,,automatic,0,47,hv,74499756,",hv74499756,",",hv,",",origin,phase-data,",45,0.02846,0.150000006,174,md,earthquake,"M 1.8 - 16 km S of Volcano, Hawaii",Point,-155.252334595,19.292499542,0.5899999738,1
1.75,"16 km S of Volcano, Hawaii",2024-10-14 13:10:32.840 Z,2024-10-14 13:13:24.670 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499756,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499756.geojson,,,,,automatic,0,47,hv,74499756,",hv74499756,",",hv,",",origin,phase-data,",45,0.02846,0.150000006,174,md,earthquake,"M 1.8 - 16 km S of Volcano, Hawaii",Point,-155.252334595,19.292499542,0.5899999738,2
2.06,"1 km SSW of Pāhala, Hawaii",2024-10-14 17:55:51.050 Z,2024-10-14 17:57:33.870 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499906,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499906.geojson,,,,,automatic,0,65,hv,74499906,",hv74499906,",",hv,",",origin,phase-data,",37,0.03729,0.129999995,151,md,earthquake,"M 2.1 - 1 km SSW of Pāhala, Hawaii",Point,-155.484664917,19.186166763,29.989999771,1
2.06,"1 km SSW of Pāhala, Hawaii",2024-10-14 17:55:51.050 Z,2024-10-14 17:57:33.870 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74499906,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74499906.geojson,,,,,automatic,0,65,hv,74499906,",hv74499906,",",hv,",",origin,phase-data,",37,0.03729,0.129999995,151,md,earthquake,"M 2.1 - 1 km SSW of Pāhala, Hawaii",Point,-155.484664917,19.186166763,29.989999771,2
1.74,"7 km S of Fern Forest, Hawaii",2024-10-15 15:38:43.130 Z,2024-10-15 15:40:27.410 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74500636,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74500636.geojson,,,,,automatic,0,47,hv,74500636,",hv74500636,",",hv,",",origin,phase-data,",7,0.01593,0.0599999987,110,md,earthquake,"M 1.7 - 7 km S of Fern Forest, Hawaii",Point,-155.133666992,19.398834229,1.710000038,1
0.72,"4 km WNW of Cobb, CA",2024-10-14 00:30:56.210 Z,2024-10-14 01:09:24.382 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75074046,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75074046.geojson,,,,,automatic,0,8,nc,75074046,",nc75074046,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7,0.01173,0.01,121,md,earthquake,"M 0.7 - 4 km WNW of Cobb, CA",Point,-122.771499634,38.831501007,1.129999995,1
0.72,"4 km WNW of Cobb, CA",2024-10-14 00:30:56.210 Z,2024-10-14 00:32:35.564 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75074046,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75074046.geojson,,,,,automatic,0,8,nc,75074046,",nc75074046,",",nc,",",nearby-cities,origin,phase-data,",7,0.01173,0.01,121,md,earthquake,"M 0.7 - 4 km WNW of Cobb, CA",Point,-122.771499634,38.831501007,1.129999995,2
0.94,"9 km NNW of The Geysers, CA",2024-10-14 01:07:33.020 Z,2024-10-14 01:09:04.792 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75074051,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75074051.geojson,,,,,automatic,0,14,nc,75074051,",nc75074051,",",nc,",",nearby-cities,origin,phase-data,",8,0.009202,0.08,97,md,earthquake,"M 0.9 - 9 km NNW of The Geysers, CA",Point,-122.826835632,38.832332611,10.779999733,1
0.94,"9 km NNW of The Geysers, CA",2024-10-14 01:07:33.020 Z,2024-10-14 01:44:26.632 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75074051,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75074051.geojson,,,,,automatic,0,14,nc,75074051,",nc75074051,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8,0.009202,0.08,97,md,earthquake,"M 0.9 - 9 km NNW of The Geysers, CA",Point,-122.826835632,38.832332611,10.779999733,2
0.77,"1 km NNW of The Geysers, CA",2024-10-14 02:57:22.600 Z,2024-10-14 02:59:00.336 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75074071,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75074071.geojson,,,,,automatic,0,9,nc,75074071,",nc75074071,",",nc,",",nearby-cities,origin,phase-data,",8,0.01652,0.02,100,md,earthquake,"M 0.8 - 1 km NNW of The Geysers, CA",Point,-122.767997742,38.787166595,2.849999905,1
0.77,"1 km NNW of The Geysers, CA",2024-10-14 02:57:22.600 Z,2024-10-14 02:59:00.336 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75074071,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75074071.geojson,,,,,automatic,0,9,nc,75074071,",nc75074071,",",nc,",",nearby-cities,origin,phase-data,",8,0.01652,0.02,100,md,earthquake,"M 0.8 - 1 km NNW of The Geysers, CA",Point,-122.767997742,38.787166595,2.849999905,2
0.72,"3 km E of The Geysers, CA",2024-10-14 03:00:25.540 Z,2024-10-14 03:02:00.580 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75074076,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75074076.geojson,,,,,automatic,0,8,nc,75074076,",nc75074076,",",nc,",",nearby-cities,origin,phase-data,",9,0.00899,0.03,77,md,earthquake,"M 0.7 - 3 km E of The Geysers, CA",Point,-122.726165771,38.779666901,1.029999971,1
